,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22766,18430686,Private bedroom in an amazingly located apartment.,17577495,Ramiro & Jeff,Manhattan,Hell's Kitchen,40.7627,-73.98836999999999,Private room,80,3,42,2019-05-30,1.58,3,172
22769,18432894,Casa Estrella,6455775,Monica,Brooklyn,Bushwick,40.706790000000005,-73.92295,Entire home/apt,207,2,78,2019-06-02,3.06,1,231
22770,18433038,Private Cozy Room In Astoria,127762325,Zee,Queens,Ditmars Steinway,40.7742,-73.90808,Private room,59,1,77,2019-06-06,2.97,1,198
22771,18433781,"Large, Sunny Private Room in New Renovated House",54548000,Danny,Brooklyn,Bedford-Stuyvesant,40.67795,-73.92524,Private room,75,1,70,2019-06-21,2.79,2,220
22774,18440017,Uptown Private Bedroom w/ Pvt Entrance & Full Bath,75973505,Jeanette,Manhattan,Washington Heights,40.86027,-73.9264,Private room,40,2,3,2019-01-02,0.42,1,276
22775,18442048,Clean-N-Comfy Bronx Pad,25385574,Che,Bronx,Allerton,40.86718,-73.86235,Private room,33,1,0,,,1,179
22776,18442196,Room private house. Parking and beach 15 min.,121419684,Gregory,Brooklyn,Gravesend,40.58654,-73.98858,Private room,199,3,0,,,1,363
22792,18455830,Charming 2 bedroom apartment in Brooklyn,60160069,Tatiana,Brooklyn,Bushwick,40.69063,-73.91224,Entire home/apt,190,3,42,2019-05-20,1.62,1,303
22799,18460119,Private Room in Homey Roosevelt Island Apartment,127999994,Kate,Manhattan,Roosevelt Island,40.76208,-73.94954,Private room,100,2,85,2019-06-30,3.28,1,211
22806,18462718,Neat Cozy  room attached by PRIVATE FULL BATHROOM,120767920,Jimmy &Cindy,Queens,Flushing,40.755559999999996,-73.81205,Private room,47,2,79,2019-06-18,3.15,10,346
22807,18463609,Spring in Bed Stuy,31315421,Angela,Brooklyn,Bedford-Stuyvesant,40.68257,-73.9279,Entire home/apt,100,2,77,2019-06-21,2.96,1,277
22817,18476474,Bright XL room in Hamilton Heights/Sugar Hill,98861076,Peter & Gabe,Manhattan,Harlem,40.82444,-73.94525,Private room,90,2,136,2019-07-02,5.13,1,204
22818,18476851,Beautiful Private Room Near Manhattan & JFK,106430338,Alana,Brooklyn,Bensonhurst,40.612770000000005,-73.99695,Private room,60,3,43,2019-06-13,1.65,2,173
22819,18477009,The Justice Tower 1,38068387,Xolie,Brooklyn,Clinton Hill,40.6929,-73.96656999999999,Private room,125,2,5,2017-08-28,0.19,4,350
22820,18477226,The Justice Tower 2,38068387,Xolie,Brooklyn,Clinton Hill,40.69455,-73.96763,Private room,100,2,11,2017-10-15,0.43,4,347
22826,18485922,Large & Cozy One-Bedroom Apartment in Queens,12700569,Mikanny,Queens,Jackson Heights,40.75292,-73.88129,Entire home/apt,135,6,2,2019-01-02,0.11,1,195
22832,18488833,Sunny Parlor Apt in Flatbush Townhouse (furnished),10285950,Christina,Brooklyn,Flatbush,40.64493,-73.95488,Entire home/apt,85,6,14,2019-03-24,0.53,3,339
22835,18490141,IT'S SIMPLY CONVENIENT!,97001292,Maria,Queens,Jamaica,40.69085,-73.79916,Entire home/apt,10,1,43,2019-06-12,1.68,1,252
22838,18496255,Beautiful Park-view Home in Flushing NYC,23234988,Ann,Queens,Flushing,40.74888,-73.8066,Entire home/apt,400,1,8,2019-03-29,0.34,6,255
22843,18499074,Cozy spacious rooms with natural sunlight,127714840,Guy,Brooklyn,Bedford-Stuyvesant,40.68144,-73.93429,Private room,80,5,11,2019-06-30,0.9,1,340
22847,18503701,Oriental Room in Upper Manhattan near Central Park,128413939,Alfred And Lau,Manhattan,Harlem,40.80584,-73.95272,Private room,78,3,88,2019-06-22,3.36,1,189
22850,18504151,Seaport Water Front Private Studio,128417181,Rachel,Manhattan,Financial District,40.70766,-74.00153,Private room,205,2,41,2019-06-22,1.56,1,308
22854,18506292,Ultra Lux Central Park/ Columbus Circle 2 bedroom,10605984,Gab,Manhattan,Upper West Side,40.76798,-73.98356,Entire home/apt,615,5,46,2019-06-18,1.78,1,282
22855,18506359,"Luxurious, Spacious Loft in Williamsburg",123953239,Philippe,Brooklyn,Williamsburg,40.71058,-73.96401999999999,Entire home/apt,260,2,34,2019-06-14,1.31,2,330
22858,18507990,Cozy One Bedroom in a Private House.Safe & Quite.,38604449,Pasang,Queens,Woodside,40.75558,-73.90534,Private room,45,2,30,2019-01-01,1.23,2,242
22870,18521860,Skylight Suite on Park Block,7797101,Athena,Brooklyn,Park Slope,40.66832,-73.97662,Entire home/apt,180,2,67,2019-07-02,2.88,1,289
22871,18522181,Beautiful in Brooklyn - Perfect for Groups!,106454216,Steven,Brooklyn,Bushwick,40.68827,-73.91815,Entire home/apt,180,2,54,2019-06-24,2.15,2,308
22872,18522547,Stunning And Stylishly Furnished Apt In Bushwick,128424841,Oscar,Brooklyn,Bushwick,40.69364,-73.91499,Entire home/apt,149,1,30,2019-06-17,1.13,1,284
22875,18523918,Peaceful sunny flat with backyard,49562545,Ella,Brooklyn,Williamsburg,40.709990000000005,-73.94807,Entire home/apt,235,1,57,2019-06-27,7.04,2,228
22880,18535402,Cozy room in Bayside Queens,21250331,Clara,Queens,Bayside,40.75444,-73.76938,Private room,38,1,86,2019-06-20,4.19,3,346
22881,18540170,Great room across the street from the High bridge,128692351,Nahuel,Bronx,Highbridge,40.842890000000004,-73.92688000000001,Private room,100,2,107,2019-06-14,4.12,5,344
22884,18542490,Brownstone Parlor in Crown Heights,386263,Vineet,Brooklyn,Crown Heights,40.6764,-73.95496999999999,Entire home/apt,171,3,61,2019-07-01,2.59,2,267
22885,18543045,Room in Bright and Spacious East Village Apartment,7130003,Ranita,Manhattan,East Village,40.72205,-73.98389,Private room,169,4,29,2019-06-07,1.14,2,220
22889,18546787,Charming safe beautifully furnished,127501584,Aminata Mody,Bronx,Hunts Point,40.81406,-73.88996999999999,Private room,65,4,36,2019-06-07,1.36,1,365
22896,18550111,LORIMER L TRAIN 5 minutes to the city,118378908,Jose,Brooklyn,Williamsburg,40.714929999999995,-73.94861,Private room,65,1,2,2019-01-01,0.09,6,272
22898,18550867,The Bridge Complex,128785279,Dusean,Bronx,Pelham Gardens,40.858779999999996,-73.83402,Entire home/apt,199,2,81,2019-06-26,3.17,1,286
22902,18559902,Central Park View 5th Avenue,125021178,Avi,Manhattan,Midtown,40.766459999999995,-73.97912,Entire home/apt,350,3,16,2019-05-16,0.64,1,352
22904,18560569,Central Park north spacious residence,9727058,Pat,Manhattan,Harlem,40.80389,-73.95178,Entire home/apt,199,3,17,2019-04-07,0.65,1,280
22920,18568171,"Affordable, Cozy, Skylit Room in Renovated House",54548000,Danny,Brooklyn,Bedford-Stuyvesant,40.67779,-73.9229,Private room,70,1,54,2019-04-30,2.15,2,197
22923,18569279,"ENTIRE HOME- UPPER EAST SIDE, NYC",4677247,Elizabeth,Manhattan,Upper East Side,40.77973,-73.95039,Entire home/apt,150,2,17,2019-05-15,0.71,1,338
22925,18570075,SUPER CLEAN.,99629743,Leatha,Brooklyn,Clinton Hill,40.68908,-73.96429,Entire home/apt,349,2,52,2019-06-09,1.99,2,361
22937,18583467,Great place for one or two.,22059655,Mercedes,Manhattan,Washington Heights,40.83847,-73.94211,Private room,80,1,93,2019-07-07,3.59,1,311
22939,18584089,"Clean, quite, and near a lot of transportation",129032819,Willie,Manhattan,Harlem,40.82761,-73.9375,Private room,100,1,4,2017-05-19,0.15,1,365
22942,18584742,Cozy room across the street from the high bridge,128692351,Nahuel,Bronx,Highbridge,40.84111,-73.92513000000001,Private room,80,2,100,2019-06-23,3.86,5,338
22943,18585458,Cozy Two Bedrooms Home Away From Home  Getaway.,61673952,Artnell,Brooklyn,East Flatbush,40.63693,-73.92241999999999,Entire home/apt,105,2,108,2019-06-29,4.18,1,320
22946,18586018,3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,69124870,Ana Y Victor,Brooklyn,Williamsburg,40.71047,-73.96311,Entire home/apt,315,2,117,2019-07-02,4.44,4,262
22948,18586873,Large Luxury Condominium In the Heart of Manhattan,129062212,Sara,Manhattan,Hell's Kitchen,40.75898,-73.99035,Entire home/apt,90,7,18,2019-06-02,0.7,1,242
22949,18587083,2 bedrooms in luxury duplex,97543375,Jennifer,Brooklyn,Williamsburg,40.71529,-73.93972,Private room,215,2,4,2018-12-31,0.15,2,341
22952,18593138,"Luxury Master Suite - Sunlit, Private floor + bath",278576,Marc,Brooklyn,Prospect-Lefferts Gardens,40.65746,-73.95221,Private room,90,3,46,2019-06-23,1.91,2,197
22953,18595831,"The Locals House // Best Location, Nicest Home",129133511,Michael,Queens,Rockaway Beach,40.5889,-73.81585,Entire home/apt,545,1,31,2019-07-07,1.2,1,224
22963,18599296,Comfy Entire Studio Apartment Near Central Park,1692538,Nuttamon,Manhattan,Upper East Side,40.772940000000006,-73.95351,Entire home/apt,168,1,126,2019-04-02,4.78,5,287
22966,18601353,Spacious bedroom in Brooklyn - Great for couples!,101258676,Uri,Brooklyn,Kensington,40.63255,-73.97324,Private room,48,1,116,2019-06-21,4.47,1,343
22970,18609316,"Manhattan- sofa bed, private room, no deposit",7055854,Diane,Manhattan,Harlem,40.80298,-73.94333,Private room,60,5,28,2019-05-08,1.07,5,267
22976,18610554,"Private bedroom, Queenbed on suite bath and closet",7055854,Diane,Manhattan,East Harlem,40.80141,-73.94341,Private room,2000,6,0,,,5,219
22978,18611605,Lovely Room in Brooklyn,129273512,Lisa& Jonathan,Brooklyn,Gowanus,40.6697,-73.99356999999999,Private room,145,1,80,2019-06-02,3.1,3,282
22987,18615054,Cozy room in charming home,1635983,Sheila,Bronx,Schuylerville,40.831590000000006,-73.83375,Private room,40,4,35,2019-06-08,1.36,3,171
22992,18616208,"Modern Townhouse for Photo, Film &  Daytime Events",55017405,Lanie,Manhattan,Upper West Side,40.77978,-73.97598,Entire home/apt,2900,1,0,,,1,180
22997,18617195,Spacious one bedroom appartement - Williamsburg,1599261,Daphnee,Brooklyn,Williamsburg,40.70844,-73.96693,Entire home/apt,140,3,19,2019-06-21,0.73,1,218
23001,18625919,Cozy Studio Apartment with Spacious Backyard!,129396046,Tony,Brooklyn,East New York,40.66547,-73.88944000000001,Entire home/apt,99,2,145,2019-06-21,5.84,1,356
23008,18632502,"Charming Carroll Gardens, Brooklyn Apartment",14505375,Triada,Brooklyn,Carroll Gardens,40.68057,-73.99395,Entire home/apt,125,2,69,2019-07-01,2.66,1,275
23018,18638573,Adorable room in Astoria - 20 mins to Manhattan!,28290772,Anushua,Queens,Astoria,40.76682,-73.90807,Private room,63,2,27,2019-06-15,1.03,2,338
23029,18649105,Large 1 Bedroom in Astoria/Long Island City!,44838931,Andrea,Queens,Astoria,40.76843,-73.93257,Private room,90,3,17,2019-04-23,0.65,2,334
23032,18649822,Union Square Private Sunny Dream Home,126470577,Kseniya,Manhattan,Gramercy,40.7358,-73.9889,Entire home/apt,287,1,68,2019-07-02,2.67,1,324
23049,18666975,"PRIVATE, QUIET, Clean NY APT. 3mins to JFK Airport",125557444,Ada,Queens,Jamaica,40.6705,-73.77787,Entire home/apt,80,1,22,2019-06-02,0.85,2,305
23050,18667184,Easy trip to Manhattan!  Large Private Garden!,129733507,Mo,Brooklyn,Bedford-Stuyvesant,40.68391,-73.95783,Entire home/apt,200,3,4,2018-05-06,0.17,1,250
23051,18667956,Bushwick Chef's house,71224013,Heejun,Brooklyn,Bushwick,40.69445,-73.91161,Private room,70,1,22,2019-07-01,0.85,1,331
23077,18686508,Modest Room in a Quiet Brooklyn Home,129161153,Hermann,Brooklyn,East Flatbush,40.6327,-73.93921999999999,Private room,60,1,5,2018-05-13,0.19,1,342
23078,18686817,Large bright friendly bedroom apartment,59407939,Avrora,Brooklyn,Bensonhurst,40.60795,-73.98955,Private room,89,1,5,2017-09-29,0.19,1,364
23079,18688150,"""Chill"" Private 1BR Close to A,C,B,D,2,3",24906403,Howard,Manhattan,Harlem,40.818000000000005,-73.94134,Private room,60,2,51,2019-07-05,2.26,1,170
23082,18690466,Spacious 2bed private rm close St.BarnabasHospital,127249880,Emma,Bronx,Tremont,40.84594,-73.89358,Private room,45,2,49,2019-05-26,1.95,2,324
23086,18691204,Luxury Apt in Williamsburg + Huge private terrace,68472942,Alex,Brooklyn,Williamsburg,40.70943,-73.95064,Entire home/apt,175,3,3,2018-08-26,0.28,1,364
23096,18704413,Large Private Suite in Classic Brooklyn Brownstone,130035533,Linda,Brooklyn,Brooklyn Heights,40.69364,-73.99467,Entire home/apt,200,2,80,2019-06-28,3.14,1,271
23110,18718195,Private Bedroom in Manhattan,59117179,Mariama,Manhattan,Roosevelt Island,40.76364,-73.94881,Private room,110,1,48,2019-06-20,1.86,1,342
23113,18719526,Townhouse Garden Apartment - Park Block,20662116,"Jeanne - Aka, 'Rindy'",Brooklyn,Park Slope,40.666340000000005,-73.97806,Entire home/apt,165,4,41,2019-01-02,1.63,1,170
23115,18719762,AMAZING HOUSE 3 Bedrooms 3 Bathrooms.,52084781,Ms. George,Queens,Glendale,40.69252,-73.89533,Entire home/apt,150,3,22,2019-06-23,0.93,1,292
23118,18721209,Bronx Wakefield Large Furnished Room,130185165,Ms. H,Bronx,Wakefield,40.88702,-73.86575,Private room,60,1,39,2019-07-01,1.57,1,360
23129,18729985,Bright  and cozy room 20 min away from Manhattan,8076786,Suri,Brooklyn,Sunset Park,40.6589,-74.00018,Private room,150,2,6,2019-03-23,0.27,3,365
23133,18734125,Large Industrial Loft In Bushwick,81066021,Javerick,Brooklyn,Williamsburg,40.70608,-73.9313,Entire home/apt,158,3,2,2017-07-22,0.08,2,324
23141,18736267,Bright and Tranquil Apartment,10805053,Devan,Brooklyn,Boerum Hill,40.68602,-73.98311,Entire home/apt,300,2,4,2018-11-12,0.37,1,311
23143,18736455,Lexington Av. Zen Garden Apartment,2000711,Ori & Juanjo,Brooklyn,Bedford-Stuyvesant,40.689240000000005,-73.92818,Entire home/apt,137,5,86,2019-07-07,3.34,1,191
23151,18745141,Comfy Private Bedroom,22384027,Shahana,Brooklyn,Crown Heights,40.67064,-73.9178,Private room,39,1,41,2019-06-14,1.57,10,218
23153,18745487,Private Studio-like room on the Upper West Side.,110520215,Leisa,Manhattan,Upper West Side,40.80066,-73.96813,Private room,500,1,0,,,1,173
23158,18748170,Private bedroom in large sunny 3 BR/2BA,493545,Jennifer,Brooklyn,Crown Heights,40.67305,-73.94788,Private room,90,1,3,2018-11-11,0.34,2,179
23164,18751687,Private room with private bathroom,73214623,Salah,Brooklyn,Williamsburg,40.71627,-73.93956999999999,Private room,100,7,1,2019-03-24,0.28,1,365
23166,18753406,Large King size bed private entrance 5 mins to NYC,51459559,Rossana,Queens,Astoria,40.75777,-73.91577,Private room,69,5,17,2018-06-03,0.65,2,208
23169,18755777,Nice and fully furnished room in Staten Island,130493959,Ely,Staten Island,Port Richmond,40.63748,-74.13495999999999,Private room,40,1,63,2019-05-27,2.42,1,343
23178,18766576,Nicer than average - on best block in Wash.Heights,130582015,Allison,Manhattan,Washington Heights,40.85391,-73.93649,Private room,50,3,18,2019-06-23,1.78,1,298
23186,18770418,LARGE 3 BEDROOMS UP  9 People 15 MIN TO MANHATTAN,30237517,David,Queens,Forest Hills,40.73437,-73.85226999999999,Entire home/apt,238,3,2,2019-03-31,0.09,6,188
23188,18772198,Clean Cozy & Comfy Apartment In NYC!,41658748,Ben,Manhattan,Gramercy,40.73742,-73.98219,Entire home/apt,265,2,58,2019-06-09,2.65,3,323
23190,18776660,East Williamsburg/Bushwick Loft,130667097,Paul,Brooklyn,Williamsburg,40.70492,-73.93341,Private room,55,1,25,2018-12-30,0.96,2,364
23196,18783614,Oversized sun drenched loft in trendy Williamsburg,1156763,Marie-Astrid,Brooklyn,Williamsburg,40.713640000000005,-73.96446999999999,Entire home/apt,250,3,37,2019-06-08,2.35,1,174
23205,18791570,Small but cozy room near Park and Subway,33583621,Zachary,Brooklyn,South Slope,40.66458,-73.98722,Private room,53,3,70,2019-06-20,2.82,1,256
23214,18794680,HUGE ROOM -- BEST PRICE,32209352,Diana,Brooklyn,Bushwick,40.69573,-73.91376,Private room,65,2,17,2019-05-24,1.21,2,349
23218,18795447,Large Private Room in Heart of Diversity.,89071431,Ikello,Bronx,Mount Eden,40.84473,-73.91175,Private room,55,2,112,2019-06-30,4.65,1,271
23222,18803064,Once Upon Avant-garde Bushwick,126159726,Steven,Brooklyn,Bushwick,40.69962,-73.91646,Private room,63,3,96,2019-06-24,3.7,1,282
23226,18806323,"Seaside Nest
#SeasideNestNYC",130897041,Robert,Queens,Arverne,40.58934,-73.80055,Entire home/apt,250,2,48,2019-06-30,1.93,1,280
23241,18822775,2 Rooms+Private Bath in Large Colonial House,107169456,James,Brooklyn,Flatbush,40.64561,-73.96961999999999,Private room,90,1,46,2019-07-02,1.8,1,260
23248,18824754,"Sunny, private room !Sheepshead Bay Area.",74697676,Oksana,Brooklyn,Sheepshead Bay,40.59841,-73.96122,Private room,50,5,40,2019-06-19,1.57,1,321
23251,18826197,Room in 5 bedroom house with a backyard!,65407018,Harmony,Brooklyn,Greenpoint,40.722840000000005,-73.93670999999999,Private room,85,5,45,2019-05-28,1.79,5,355
23252,18826370,Heights III,9130040,Candace,Brooklyn,East Flatbush,40.663140000000006,-73.93299,Private room,89,1,8,2019-06-30,0.61,6,365
23269,18842507,Luxury Apt Financial Dist. steps from Wall Street,10355011,Luidmila,Manhattan,Financial District,40.71017,-74.00924,Private room,135,3,76,2019-06-30,2.93,1,338
23279,18852200,Comfy Single Bedroom-Large East Village Apartment,42422050,Paula,Manhattan,East Village,40.72696,-73.97433000000001,Private room,75,2,19,2019-04-29,0.99,2,303
23282,18853435,B1Cozy Room in Long Island City Great Location.,79105834,Leo,Queens,Long Island City,40.75575,-73.93236,Private room,54,1,73,2019-06-10,2.89,9,279
23284,18855694,SOHO/NOLITA GEM (NYC's BEST LOCATION),764549,Joe,Manhattan,Nolita,40.72184,-73.99471,Private room,142,2,44,2019-06-12,1.82,1,246
23285,18855750,Flushing Haven (B),131354448,Tammie,Queens,Flushing,40.754020000000004,-73.81317,Private room,50,2,54,2019-06-24,2.09,4,174
23289,18857790,Private bedroom in a quiet and safe neighborhood,55813598,Karen,Brooklyn,Gravesend,40.60788,-73.97454,Private room,40,1,95,2019-07-06,3.69,2,354
23295,18867401,Studio apartment close to Central Park,128579948,Giampiero,Manhattan,Upper East Side,40.76439,-73.96569000000001,Entire home/apt,250,2,85,2019-06-27,3.28,2,306
23297,18869692,Beautiful Bright bedroom with private bathroom,1750299,Julie,Brooklyn,Williamsburg,40.711729999999996,-73.94417,Private room,90,5,13,2019-06-16,0.6,2,255
23329,18889932,Beautiful cozy spacious Room near Park,11361046,Narina,Brooklyn,Crown Heights,40.66847,-73.94981,Private room,80,5,18,2018-04-30,0.72,1,312
23330,18890521,Updated: renovated 3 bedroom apt in Brooklyn.,131635044,Zoom Imports,Brooklyn,Bedford-Stuyvesant,40.6792,-73.93070999999999,Entire home/apt,299,2,59,2019-06-16,2.31,1,180
23331,18891508,Private room#3 starting at $67 a night per person.,9898029,Anthony,Brooklyn,East Flatbush,40.6506,-73.92553000000001,Private room,67,3,6,2019-05-19,0.27,5,307
23342,18896540,PRIVATE BATHROOM  AND KITCHEN AREA,131684478,Mervin (Michael),Staten Island,West Brighton,40.63452,-74.11707,Private room,45,2,47,2019-02-01,1.89,3,207
23343,18896824,Luxury Coliving Space in Modern Loft,4440278,Emmanuel,Brooklyn,Williamsburg,40.71143,-73.94009,Private room,119,3,10,2019-04-21,0.39,3,180
23346,18897901,Doll private room,17766289,Kaila,Bronx,Kingsbridge,40.86707,-73.90711999999999,Private room,55,5,3,2018-01-06,0.12,2,364
23365,18911893,BROWNSTONE BUILDING IN CLINTON HILLS,33977124,Donovan,Brooklyn,Bedford-Stuyvesant,40.68704,-73.95565,Private room,65,2,0,,,2,189
23371,18914730,IDEALLY LOCATED COZY COTTAGE,1776707,Luis,Bronx,Throgs Neck,40.83051,-73.82511,Entire home/apt,95,1,266,2019-06-28,10.34,1,345
23382,18924273,Private Budget Room for Awesome Guests #2,97018938,Ude,Brooklyn,Canarsie,40.63895,-73.90868,Private room,50,1,74,2019-06-15,2.88,2,179
23383,18924446,Peaceful cozy place in the middle of the crowds.,57230304,Imanuelly,Queens,Elmhurst,40.73218,-73.88461,Private room,75,1,1,2019-05-05,0.46,3,364
23384,18924938,"Oasis in Stuyvesant Heights, Brooklyn",131910116,Marc,Brooklyn,Bedford-Stuyvesant,40.68512,-73.93607,Entire home/apt,225,3,34,2019-07-01,1.52,1,258
23385,18926057,Cozy Bohemian chic apt in Bed-stuy,87371335,Massy,Brooklyn,Bedford-Stuyvesant,40.685390000000005,-73.94973,Private room,51,2,39,2019-06-17,1.55,1,276
23395,18935148,Cozy Paradise,131993336,David,Queens,Forest Hills,40.719229999999996,-73.85189,Private room,175,1,47,2019-06-23,2.14,2,176
23396,18935359,Magnificent Lakeview Home on Kissena Park in NYC,23234988,Ann,Queens,Flushing,40.74982,-73.8061,Entire home/apt,1500,3,0,,,6,256
23405,18946091,Beautiful Bay Ridge room,62475681,Nina,Brooklyn,Fort Hamilton,40.62327,-74.03543,Private room,90,6,0,,,1,365
23409,18946416,Beautiful Brooklyn Brownstone,19867664,Cheryl,Brooklyn,Crown Heights,40.671,-73.94703,Entire home/apt,200,1,105,2019-07-06,4.57,2,274
23414,18949917,Workspace Room 2,9864136,Anthony,Brooklyn,Bushwick,40.68603,-73.91438000000001,Private room,36,2,8,2018-08-22,0.37,26,311
23418,18957522,Entire One Bedroom Apt-Great Location In Manhattan,37100193,Michelle,Manhattan,Midtown,40.75452,-73.96634,Entire home/apt,122,1,120,2019-06-21,5.03,1,220
23421,18958355,Delightful LIC Brownstone,57643057,Daniel,Queens,Long Island City,40.74617,-73.94645,Private room,71,7,94,2019-06-16,3.66,2,194
23424,18960386,"Private Room, Modern Finishes - AC and Backyard!",132219056,Jason,Brooklyn,Bedford-Stuyvesant,40.690909999999995,-73.93666999999999,Private room,39,2,65,2019-06-06,2.57,2,223
23428,18962916,Very comfy and only minutes to JFK and famous mall,128086219,Hannah,Queens,Rosedale,40.65283,-73.73886999999999,Private room,38,2,61,2019-06-29,2.39,2,171
23431,18970683,Bushwick Cozy Room,131476075,Lakisha,Brooklyn,Bushwick,40.68756,-73.91326,Private room,50,1,31,2019-07-01,1.24,8,179
23433,18971993,Sunny Bedroom Steps to Subway & Central Park,128237188,Mante,Manhattan,East Harlem,40.79631,-73.94348000000001,Private room,79,3,66,2019-06-25,2.67,1,263
23447,18992796,ROOM 10,74633496,Justine,Bronx,University Heights,40.85624,-73.90946,Private room,40,3,26,2019-06-16,1.03,5,365
23449,18993379,Home &Garden: lots local+fast 2 Manhattan/Brooklyn,132266502,Sharlene,Staten Island,Westerleigh,40.61357,-74.13566,Entire home/apt,103,3,1,2018-07-29,0.09,1,189
23459,18997283,Modern room in Prospect Heights,13237695,George,Brooklyn,Prospect Heights,40.67396,-73.96427,Private room,85,3,3,2018-01-15,0.13,1,189
23462,18997559,Heart of Brooklyn,56076854,Miranda,Brooklyn,Bushwick,40.6949,-73.9116,Private room,65,5,20,2019-04-21,0.78,2,365
23476,19011068,COZY GEM,132635232,Monique,Manhattan,Harlem,40.81451,-73.94478000000001,Private room,99,2,59,2019-06-23,2.38,1,362
23477,19011267,East Village Bedroom for Rent,6720525,Robert,Manhattan,East Village,40.72204,-73.97924,Private room,100,3,64,2019-06-30,2.58,1,224
23478,19011527,cool three bedroom on 111th street,5490071,Alex,Manhattan,East Harlem,40.79475,-73.94247,Entire home/apt,150,4,67,2019-06-30,2.7,3,242
23484,19013171,Central Manhattan Apt,56909,Peter,Manhattan,Kips Bay,40.74214,-73.98048,Private room,117,7,1,2018-12-22,0.15,1,332
23487,19013673,Comfy Queen Size Bed Near Prospect Park!,5944076,Lisanne,Brooklyn,Prospect-Lefferts Gardens,40.65871,-73.95263,Private room,49,2,15,2019-06-12,0.59,1,251
23488,19015029,Private Cabin in New-York City (Chelsea Dictrict),117365574,Maria,Manhattan,Chelsea,40.748059999999995,-73.99665,Private room,85,1,77,2019-06-20,3.84,5,310
23494,19017429,Large  private room in a nice apartment,41171451,Miriam,Manhattan,Harlem,40.82634,-73.95061,Private room,80,1,18,2019-01-06,0.75,1,179
23503,19019762,One bedroom,7813520,Cynthia,Brooklyn,Bushwick,40.6948,-73.92093,Private room,49,2,55,2019-06-21,2.15,1,332
23505,19027786,The Diamond Room,33552302,Ese,Manhattan,East Harlem,40.802440000000004,-73.94409,Private room,125,1,11,2019-05-05,0.44,1,341
23506,19028078,Elegant Guest Room A,44547688,Carol,Brooklyn,East New York,40.67249,-73.8782,Private room,52,1,13,2019-05-26,0.53,2,365
23508,19031108,"Cozy Private Room in Astoria, near LGA and Midtown",132801944,Shampa,Queens,Astoria,40.76877,-73.91237,Private room,38,4,19,2017-12-22,0.75,2,188
23531,19051760,Bonito dormitorio 20-25 minutos Times Square.,132983866,Carmelo,Manhattan,Washington Heights,40.84733,-73.93445,Private room,75,1,100,2019-07-06,4.52,1,280
23535,19054163,Cozy Brooklyn Oasis,133004690,Linda,Brooklyn,Bedford-Stuyvesant,40.68633,-73.93972,Entire home/apt,80,1,107,2019-06-18,4.28,2,240
23539,19055226,Musician's Getaway + Full Analog Recording Studio,58225,Joshua,Brooklyn,Bedford-Stuyvesant,40.69097,-73.94721,Private room,101,2,9,2019-05-13,0.36,1,364
23551,19058691,HUGE**Washington Square Park**3BEDROOM SKY~LOFT,133045713,Joe,Manhattan,Greenwich Village,40.736470000000004,-73.99699,Entire home/apt,578,5,70,2019-07-01,2.84,1,240
23565,19069649,Big Bedroom in the heart of Manhattan 6r,133130315,Artem,Manhattan,Hell's Kitchen,40.76398,-73.986,Private room,99,3,12,2019-04-28,0.57,6,179
23572,19071374,Artist Room,133147190,Ocean,Brooklyn,Bushwick,40.70114,-73.91763,Private room,70,2,1,2017-06-17,0.04,1,179
23574,19072989,Private Room in Modern Loft in Williamsburg,4440278,Emmanuel,Brooklyn,Williamsburg,40.71172,-73.94143000000001,Private room,105,3,8,2019-05-28,0.32,3,179
23576,19073356,Luxury Coliving Space in Williamsburg,4440278,Emmanuel,Brooklyn,Williamsburg,40.711890000000004,-73.93881,Private room,110,3,3,2017-07-30,0.12,3,179
23579,19074024,Spacious 5th Ave - Semi Pvt Bed & Bath,113570467,Rachel,Manhattan,Midtown,40.74842,-73.98541999999999,Shared room,320,1,1,2018-09-26,0.1,1,179
23583,19081224,RJ's,133239401,Argelis,Bronx,Bronxdale,40.85168,-73.86659,Entire home/apt,100,7,0,,,1,180
23591,19085711,Workspace Room 1,9864136,Anthony,Brooklyn,Bushwick,40.68615,-73.9141,Private room,36,2,7,2019-03-01,0.29,26,318
23605,19095902,Spacious and Sunny Townhouse Duplex,132530494,Marie,Brooklyn,Canarsie,40.63077,-73.90395,Entire home/apt,300,3,59,2019-06-30,2.36,1,333
23617,19102698,Amazing Private Bedroom-15min from the Manhattan!,133460613,Ed,Queens,Astoria,40.76169,-73.90819,Private room,49,1,6,2019-05-06,0.24,2,359
23619,19103027,Modern Private Bedroom-15min from the Manhattan!,133460613,Ed,Queens,Astoria,40.76193,-73.9074,Private room,74,1,0,,,2,359
23624,19114014,"Large, Private Carriage House in West Village",683230,Thomas,Manhattan,West Village,40.73444,-73.99967,Private room,950,3,36,2019-07-01,1.45,3,237
23627,19114715,"Cozy and comfortable bedroom in Astoria, Queens",32219638,Jorge,Queens,Astoria,40.7683,-73.9331,Private room,50,1,28,2019-07-06,1.5,1,175
