,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10676,8210379,Comfy garden level room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.678000000000004,-73.97118,Private room,60,1,186,2019-07-06,3.99,13,293
10709,8239352,Private Room 12x12 close to manhattan,43449898,Ashley,Queens,Maspeth,40.721940000000004,-73.91138000000001,Private room,59,1,85,2019-06-30,1.85,1,176
10711,8240016,Large Brooklyn Apt Artsy & Centric,36791609,Paul,Brooklyn,Bushwick,40.69836,-73.93521,Entire home/apt,98,1,201,2019-06-24,4.37,1,293
10723,8254405,Classic Harlem --- Economy Room,26856159,Glenda,Manhattan,Harlem,40.82205,-73.9467,Private room,42,1,161,2019-06-17,3.46,3,259
10753,8274516,Central Park west. Big Cozy Room,16805656,Fernando,Manhattan,Upper West Side,40.79927,-73.96235,Private room,100,1,87,2019-06-22,1.88,2,263
10777,8291897,Cozy with Great location !!,43719073,Nora,Brooklyn,Sheepshead Bay,40.6,-73.95612,Shared room,45,1,126,2019-07-01,2.94,5,342
10795,8308797,shared space with Great location!!,43719073,Nora,Brooklyn,Sheepshead Bay,40.59836,-73.95416999999999,Shared room,45,1,135,2019-07-07,2.91,5,351
10800,8313551,Recently renovated private floor,5268758,Jennifer,Queens,Sunnyside,40.73633,-73.92641,Entire home/apt,125,1,172,2019-07-06,4.48,1,234
10877,8388864,Quiet Bedroom in Cobble Hill,36688169,Sloan,Brooklyn,Boerum Hill,40.688629999999996,-73.98935,Private room,59,1,151,2019-06-29,3.37,1,325
10925,8426584,Sunny large apt facing huge park. 20min2Manhattan,5354888,Clifford,Brooklyn,Prospect-Lefferts Gardens,40.65661,-73.96144,Private room,80,1,169,2019-05-27,4.11,1,233
10971,8472069,Cute & Comfy Williamsburg Refuge,3826160,Josh & Chris,Brooklyn,Williamsburg,40.71032,-73.9517,Private room,80,1,215,2019-06-29,4.68,1,232
11027,8520094,Quaint 1 Bedroom in Happenin' E.V,44862166,Ed,Manhattan,East Village,40.726890000000004,-73.98676,Entire home/apt,199,1,205,2019-07-06,4.5,1,349
11038,8525172,Shared Studio (NO PRIVACY) On The Upper East Side,44887928,Brianna,Manhattan,Upper East Side,40.7851,-73.95254,Shared room,62,1,104,2019-06-23,2.26,1,333
11053,8535434,Large Soho Studio Loft,19100918,James,Manhattan,SoHo,40.727920000000005,-74.00323,Entire home/apt,125,1,88,2019-06-30,1.91,1,320
11099,8589729,Magnolia House Saint George,45201692,Danforth,Staten Island,St. George,40.64779,-74.0846,Entire home/apt,144,1,105,2019-06-30,2.3,1,258
11129,8615062,WEST VILLAGE CHARM - BEST LOCATION!,45319781,Jenny,Manhattan,West Village,40.73464,-74.00084,Entire home/apt,239,1,272,2019-07-07,5.98,1,305
11156,8635762,"Studio Close To LIJ, JFK.Private Entry,欢迎中国朋友来住",45404928,Joan,Queens,Queens Village,40.71412,-73.73008,Entire home/apt,59,1,113,2019-07-07,2.79,1,346
11188,8664965,shared space with Great location!!!,43719073,Nora,Brooklyn,Sheepshead Bay,40.59852,-73.95481,Shared room,35,1,116,2019-06-25,2.55,5,351
11225,8693545,Great affordable room.,42421006,Jose,Manhattan,Washington Heights,40.84874,-73.94202,Private room,99,1,129,2019-01-24,3.75,2,299
11232,8704528,Private bedroom & bath in Red Hook Bklyn for solo,45694156,Marjorie,Brooklyn,Red Hook,40.67807,-74.01397,Private room,50,1,190,2019-06-27,4.23,1,188
11253,8729771,Private Studio Apartment in Harlem,2101644,Tom,Manhattan,Harlem,40.82248,-73.94891,Entire home/apt,130,1,289,2019-06-19,6.46,1,217
11425,8873479,Beautiful modern room with private bathroom,27240092,Darin,Manhattan,Gramercy,40.73557,-73.98353,Private room,124,1,118,2019-06-23,2.7,1,278
11430,8880999,NicE Room  with Private Bathroom BK:) SUPERHOST :),3441272,Jasmin,Brooklyn,Bushwick,40.69883,-73.93364,Private room,90,1,254,2019-06-23,5.59,5,222
11445,8889118,Glamorous one bedroom Nolita.,46509461,Mike,Manhattan,Little Italy,40.71855,-73.99791,Entire home/apt,189,1,168,2019-06-22,3.71,1,347
11453,8899476,"ENTIRE Floor,PRIVATE Bath&Entrance! SUPERHOST :))",3441272,Jasmin,Brooklyn,Bushwick,40.69699,-73.93387,Private room,85,1,270,2019-06-21,5.94,5,227
11509,8952816,CHARMING  ROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76786,-73.92433,Private room,45,1,137,2019-06-16,3.06,9,283
11511,8953200,CLASSIC BEDROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76783,-73.92316,Private room,55,1,143,2019-06-21,3.19,9,276
11513,8953625,"PRIVATE, CLEAN, ROOM CLOSE TO MANH",45416627,Lolita,Queens,Astoria,40.76832,-73.92345999999999,Private room,48,1,150,2019-06-23,3.39,9,323
11514,8954037,BIG NEW ROOM,45416627,Lolita,Queens,Astoria,40.769420000000004,-73.92343000000001,Private room,50,1,99,2019-05-20,2.21,9,341
11563,8993871,"Sunny bedroom with balcony, Queens",46979077,Maya,Queens,Elmhurst,40.74085,-73.89022,Private room,65,1,123,2019-06-22,2.76,2,333
11564,8993887,NYC.CHAUNCEY1 15.min to Manhattan.,36889012,Michael,Brooklyn,Bedford-Stuyvesant,40.68003,-73.92094,Private room,42,1,122,2019-06-23,2.84,4,340
11586,9016650,Spacious 1 BR Apartment - Sleeps 4,24677080,Patrick,Manhattan,Upper East Side,40.77762,-73.9516,Entire home/apt,170,1,190,2019-06-17,4.36,1,260
11671,9079871,NYCHaven1: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65422,-73.93784000000001,Entire home/apt,165,1,232,2019-06-23,5.18,4,231
11711,9110135,Affordable stay in NYC,7486909,Allie,Manhattan,East Harlem,40.79311,-73.93928000000001,Entire home/apt,110,1,85,2019-05-06,1.9,1,304
11755,9140055,Room and Breakfast  -  Room 1,35322092,Rhemy,Brooklyn,Bedford-Stuyvesant,40.68523,-73.92926,Private room,49,1,136,2019-07-07,3.05,3,200
11759,9145202,Room near JFK Queen Bed,47621202,Dona,Queens,Jamaica,40.6673,-73.76831,Private room,47,1,629,2019-07-05,14.58,2,333
11761,9146595,Super cozy private 1 bedroom garden apartment,835110,Charlotte,Brooklyn,Bedford-Stuyvesant,40.689840000000004,-73.92703,Entire home/apt,115,1,131,2019-06-23,2.92,1,241
11869,9240067,Cozy studio on the Upper East Side!,20761853,Elena,Manhattan,Upper East Side,40.78167,-73.95004,Entire home/apt,170,1,137,2019-06-23,3.06,2,289
11870,9240346,Charming Union Sq Studio w/Elevator,2598539,Carol,Manhattan,Gramercy,40.73318,-73.98449000000001,Entire home/apt,120,1,206,2019-06-23,4.64,1,278
11877,9248049,NYC Fantastic Apartment (very quiet &private bath),48054322,Nina,Manhattan,Hell's Kitchen,40.76637,-73.98342,Private room,165,1,193,2019-07-05,4.37,1,213
11979,9332872,Charming Carroll Gardens 2 BR,48356908,David  & Nancy,Brooklyn,Carroll Gardens,40.68047,-73.99594,Entire home/apt,209,1,178,2019-06-18,4.47,1,228
12026,9362344,Spacious Room in Trendy Brooklyn Area with Yard,820010,Liubov,Brooklyn,Bedford-Stuyvesant,40.69287,-73.94249,Private room,60,1,145,2019-07-01,3.26,3,313
12161,9434513,2000sq $2 million 3 story townhouse,48899736,Lindsay,Brooklyn,Boerum Hill,40.68632,-73.98796,Entire home/apt,99,1,140,2019-06-09,3.2,1,363
12188,9452124,LUXURY@ Reasonable Price! Few Mins 2 Times Square!,34403316,Ben,Manhattan,East Harlem,40.793820000000004,-73.94334,Entire home/apt,145,1,152,2019-06-21,3.43,1,200
12193,9453653,Beautiful penthouse in Williamsburg,48988714,Luigi,Brooklyn,Williamsburg,40.71174,-73.95544,Entire home/apt,531,1,119,2019-06-23,2.71,3,353
12394,9555648,15 Minutes from Central Park - Studio apartment,23815371,Tina,Queens,Ditmars Steinway,40.78115,-73.90883000000001,Entire home/apt,103,1,126,2019-06-11,3.2,1,245
12399,9559335,Designer Duplex - Highline. Brand new mattresses!,49494701,Rand,Manhattan,Chelsea,40.74835,-74.00336,Entire home/apt,299,1,176,2019-06-22,4.02,1,297
12429,9576278,NEW CLEAN COMFORTABLE PRIVATE ROOM,21091779,Caroline,Brooklyn,Bedford-Stuyvesant,40.686640000000004,-73.92318,Private room,49,1,113,2019-06-03,2.89,3,288
12438,9578325,"Lovely, Cozy Loft Carroll Gardens",1407251,Ute,Brooklyn,Gowanus,40.67924,-73.98718000000001,Entire home/apt,129,1,120,2019-06-22,2.73,2,275
12464,9594995,Beautiful private 1BR apt in Harlem,49661200,Alex And Tom,Manhattan,Harlem,40.82458,-73.95038000000001,Entire home/apt,150,1,287,2019-06-21,6.57,1,198
12476,9597627,Beautiful Room - 20 min. to Lower Manhattan,37450458,Olivia,Brooklyn,Bedford-Stuyvesant,40.68125,-73.91272,Private room,77,1,118,2019-06-30,2.74,2,216
12501,9613465,Central Park - Cozy Room for 2,37626481,Lugao,Manhattan,Upper West Side,40.79622,-73.97059,Private room,109,1,113,2019-06-30,2.58,2,197
12507,9614785,Serene in Sunset,6040624,Dan,Brooklyn,Sunset Park,40.6454,-74.00782,Entire home/apt,155,1,138,2019-06-22,3.14,1,225
12542,9637937,Art Lovers Lower East Side 2bedroom,24298532,Brian,Manhattan,Lower East Side,40.72043,-73.98916,Private room,125,1,85,2019-06-29,2.23,1,335
12559,9652949,REALLY HUGE&COZY ROOM ASTORIA 10 MIN TO MANHATTAN,433207,Maryann,Queens,Astoria,40.76112,-73.9146,Private room,60,1,150,2019-06-17,3.75,2,179
12568,9668485,Private BR+Bath Near Central Park,49963831,Mariella,Manhattan,East Harlem,40.79479,-73.94919,Private room,110,1,123,2019-06-10,3.07,1,264
12571,9670233,3 Bed - 3 Bath East Village Oasis w Private Patio,49970809,Enzo,Manhattan,East Village,40.72846,-73.98987,Entire home/apt,550,1,141,2019-07-01,3.29,1,302
12572,9674142,1 bed in Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76768,-73.90986,Private room,59,1,156,2019-07-02,3.59,4,208
12626,9696357,Huge 1BD near Central Park Sleeps 5,48678883,D,Manhattan,Upper East Side,40.76871,-73.95479,Entire home/apt,177,1,136,2019-06-19,3.12,1,258
12672,9716234,Cozy with Great location !!!,43719073,Nora,Brooklyn,Sheepshead Bay,40.59878,-73.95425,Shared room,35,1,104,2019-07-08,2.45,5,352
12701,9733741,Best Neighborhood Brand New 1 BDRM!,9408069,Maky,Manhattan,Lower East Side,40.72082,-73.98728,Entire home/apt,180,1,130,2019-06-03,2.98,1,328
12702,9734068,"1 BED ROOM ACCOMMODATION 4, 5 GUEST",50189863,"Manny , Job",Manhattan,East Harlem,40.79566,-73.9448,Entire home/apt,110,1,198,2019-06-23,4.58,1,250
12714,9737840,2 Bedrooms & 2 Bathrooms Apt in Hell's Kitchen,40169737,Alex G,Manhattan,Hell's Kitchen,40.76553,-73.98709000000001,Entire home/apt,300,1,268,2019-06-26,6.12,1,261
12737,9752005,A Quiet Room in the West Village,4173415,Pedro,Manhattan,West Village,40.73737,-74.00591,Private room,90,1,103,2019-06-27,2.4,1,239
12820,9786398,LOCATION! Private room with yard.,1698487,Chelsea,Brooklyn,Prospect Heights,40.67835,-73.96846,Private room,85,1,90,2019-06-16,2.08,1,345
12826,9788114,Large Private Garden Apartment in Townhouse,785524,Eric,Bronx,Concourse,40.82023,-73.92844000000001,Entire home/apt,87,1,132,2019-06-29,3.11,2,211
12918,9826628,"Cozy Room, Huge Yard, Trendy Brooklyn",820010,Liubov,Brooklyn,Bedford-Stuyvesant,40.6913,-73.9406,Private room,60,1,113,2019-06-27,2.66,3,332
13107,9915643,Lovely Suite (private bath) near Botanical garden,33021531,Felix,Brooklyn,Prospect-Lefferts Gardens,40.661840000000005,-73.96001,Private room,99,1,186,2019-07-04,4.73,1,232
13267,9996642,Friendly place with garden,50865592,Christophe,Brooklyn,Park Slope,40.6735,-73.97644,Private room,85,1,133,2019-06-20,3.23,1,230
13325,10018549,Private room in gorgeous 2 floor Williamsburg apt,1909320,Peter,Brooklyn,Williamsburg,40.7167,-73.96327,Private room,89,1,96,2019-06-23,2.24,3,237
13381,10038823,"Apartment for 5, Midtown Manhattan",48681257,Celia,Manhattan,Midtown,40.75828,-73.96285999999999,Entire home/apt,220,1,116,2019-06-23,2.89,1,264
13453,10073940,Welcome to NYC! Modern Luxury 2 BR-5 min from JFK,51688993,Taran & Najla,Queens,Jamaica,40.6896,-73.80445999999999,Entire home/apt,179,1,103,2019-07-02,2.67,2,324
13472,10088612,"Full size bed, 2 guests, Manhattan Upper Westside",216227,Victor,Manhattan,Harlem,40.82069,-73.95549,Private room,60,1,229,2019-07-05,6.25,3,310
13473,10088636,"2 Twin beds, 2 guests - Manhattan, Upper West Side",216227,Victor,Manhattan,Harlem,40.82232,-73.95696,Private room,60,1,219,2019-06-23,5.95,3,280
13495,10101135,Room Near JFK Twin Beds,47621202,Dona,Queens,Jamaica,40.66939,-73.76975,Private room,47,1,576,2019-06-27,13.4,2,173
13513,10115137,NYCHaven2: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65382,-73.93903,Entire home/apt,165,1,216,2019-06-22,5.49,4,194
13589,10165064,❤️FAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,39603281,Marty,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,165,1,188,2019-07-05,4.42,1,328
13610,10185955,Blue Magic,14785032,Jake,Queens,St. Albans,40.69112,-73.77761,Private room,48,1,165,2019-07-02,4.64,1,365
13612,10186192,Only Steps away from LaGuardia arpt,37312959,Maya,Queens,East Elmhurst,40.77026,-73.87561,Private room,45,1,459,2019-07-07,10.72,5,175
13650,10230429,Great room,52539349,Rhonda,Queens,Springfield Gardens,40.67035,-73.7541,Entire home/apt,60,1,212,2019-07-07,4.95,1,297
13656,10233196,The Suite Spot @ Washington Heights,51169036,Francois & Keith,Manhattan,Washington Heights,40.83473,-73.93858,Private room,77,1,89,2019-05-27,2.29,1,228
13676,10249886,Cozy 1BR located in Midtown Manhattan,50914821,Ken,Manhattan,Hell's Kitchen,40.76577,-73.9855,Private room,135,1,101,2019-06-25,2.36,1,365
13681,10252921,"Central Located Private Apartment, New York Queens",52705961,Harish,Queens,Forest Hills,40.73352,-73.85237,Entire home/apt,69,1,85,2019-07-01,2.13,1,308
13696,10271753,BROOKLYN 2 BEDROOM APT,9346894,Gade,Brooklyn,Cypress Hills,40.682809999999996,-73.89509,Entire home/apt,149,1,119,2019-06-23,2.81,2,361
13710,10283574,Apt next to Astoria park,35518413,Suhel,Queens,Long Island City,40.763220000000004,-73.93334,Entire home/apt,100,1,206,2019-07-04,5.25,2,304
13725,10316551,Brooklyn Queen Bed,33213436,Alec,Brooklyn,Gowanus,40.67843,-73.98393,Private room,99,1,176,2019-06-04,4.14,8,365
13801,10403922,Brooklyn Park Slope Queen Bed,33213436,Alec,Brooklyn,Gowanus,40.67991,-73.98368,Private room,149,1,93,2019-02-18,2.48,8,365
13815,10413576,Quiet home free ferry to Manhattan,53627900,Mahmood,Staten Island,New Brighton,40.64465,-74.09272,Private room,50,1,149,2019-07-01,3.7,1,276
13829,10444139,Budget Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.678329999999995,-73.96904,Private room,45,1,204,2019-07-04,4.82,13,324
13853,10476556,Close to zoo and Botanical Gardens,53717769,Travis,Bronx,Parkchester,40.839529999999996,-73.85717,Entire home/apt,88,1,121,2019-06-23,2.9,1,170
13859,10482237,Interfaith Retreat Guest Rooms (Ganges),16677326,Alex And Zeena,Manhattan,Chelsea,40.74751,-73.99483000000001,Private room,85,1,165,2019-06-24,3.96,12,338
13860,10482409,Interfaith Retreat Guest Rooms (Faith),16677326,Alex And Zeena,Manhattan,Chelsea,40.74896,-73.99656999999999,Private room,85,1,146,2019-06-16,3.62,12,352
13861,10482554,Interfaith Retreat Guest Rooms (Mary),16677326,Alex And Zeena,Manhattan,Chelsea,40.74973,-73.99515,Private room,85,1,162,2019-05-22,3.91,12,344
13881,10512812,Bright central Manhattan bedroom,6429683,Andrew,Manhattan,Upper East Side,40.76278,-73.96638,Private room,75,1,89,2019-06-29,2.1,1,268
13908,10539491,Kid Friendly Central Park West Apt.,54348871,Suzette,Manhattan,Upper West Side,40.79753,-73.96211,Entire home/apt,250,1,88,2019-06-20,2.13,1,329
13968,10605445,Big Sunny 3rd fl Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67897,-73.9709,Private room,70,1,238,2019-07-05,5.87,13,313
13974,10612067,Beautiful Upper East Side Apartment,24938988,Eli,Manhattan,Upper East Side,40.77032,-73.95268,Entire home/apt,179,1,138,2019-06-16,3.3,1,252
13998,10660249,Cute Apartment in Hell's Kitchen,55062858,Jennifer,Manhattan,Hell's Kitchen,40.75645,-73.99404,Entire home/apt,200,1,207,2019-06-23,5.01,1,245
14082,10784650,"East Village 3 Beds, 2 bedrooms. Sleeps 5  MAX",48320077,Michael,Manhattan,East Village,40.7276,-73.98635,Entire home/apt,219,1,101,2019-07-01,2.46,2,341
14230,11009529,Very Large room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67824,-73.97106,Private room,65,1,245,2019-06-15,5.87,13,339
14258,11046443,MANHATTAN Studio 10 SECONDS Walk to Subway,17171841,Bond,Manhattan,East Harlem,40.79736,-73.94203,Entire home/apt,79,1,149,2019-06-23,3.63,1,290
14286,11097962,"Home, Sweet, Harlem. Welcome!",24800102,Kevin,Manhattan,East Harlem,40.79733,-73.93955,Entire home/apt,110,1,221,2019-06-28,5.53,1,348
14319,11146432,Cozy top floor room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.679629999999996,-73.97054,Private room,50,1,257,2019-07-01,6.23,13,286
14369,11219289,A big Sunny Room.,58453451,Michael,Brooklyn,East New York,40.67327,-73.8872,Private room,33,1,147,2019-07-02,4.08,2,231
14375,11227558,Amazing Two-Floor Artist Loft!,58514808,David,Brooklyn,Williamsburg,40.713190000000004,-73.95806999999999,Entire home/apt,171,1,201,2019-07-01,4.87,1,293
14552,11470210,"Delightful, Cozy and Convenient Room in Brooklyn!!",60346942,Josh & Madeleine,Brooklyn,Bedford-Stuyvesant,40.69165,-73.943,Private room,50,1,210,2019-05-28,5.17,4,189
14657,11575073,Warm and Cozy Room in Hip Iconic Brooklyn!!!,60346942,Josh & Madeleine,Brooklyn,Bedford-Stuyvesant,40.69287,-73.94266,Private room,50,1,192,2019-05-30,4.72,4,189
14704,11620118,Amazing view from a private roof!,55468128,Reina,Brooklyn,Windsor Terrace,40.65959,-73.98222,Private room,62,1,208,2019-07-04,5.28,7,260
14734,11651505,"与众不同,方便停车｡值得一试!",61804662,Niki,Queens,Flushing,40.760490000000004,-73.81633000000001,Private room,55,1,126,2019-06-18,3.13,2,180
14751,11657888,Super Comfy Convenient Room in Hip Brooklyn!!!!!,60346942,Josh & Madeleine,Brooklyn,Bedford-Stuyvesant,40.69165,-73.94345,Private room,62,1,244,2019-05-29,6.02,4,189
14773,11676984,Luxury STUDIO * PVT Entrance * WOW,62014546,Nissim,Manhattan,Upper East Side,40.776540000000004,-73.94904,Entire home/apt,165,1,141,2019-06-23,3.54,1,262
14837,11753010,brooklyn rent apartment,62535444,Alex,Brooklyn,Brighton Beach,40.57891,-73.95388,Entire home/apt,99,1,88,2019-06-26,2.22,2,364
14940,11869400,NYCHaven3: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65146,-73.93966,Entire home/apt,135,1,193,2019-06-23,4.87,4,270
15017,11970867,Modern Clean Studio 2 blocks from Central Park,1410306,Eugene,Manhattan,Upper West Side,40.785920000000004,-73.97447,Entire home/apt,105,1,181,2019-07-06,4.61,1,175
15074,12022098,Charming Park Slope Apartment,8303104,Christen,Brooklyn,South Slope,40.668009999999995,-73.98773,Private room,89,1,102,2019-07-03,2.56,1,269
15093,12050885,Your lovely and cozy space 7 train,17638424,Sophie,Queens,Elmhurst,40.74485,-73.87552,Private room,52,1,108,2019-07-07,2.71,8,174
15102,12054723,"Big apartment, comfy - calm bedroom",64561100,Nicolas,Manhattan,Harlem,40.815740000000005,-73.94870999999999,Private room,72,1,98,2019-06-20,2.5,1,204
15150,12093494,Midtown Sleep 6 Central Convenience,62031986,Adam,Manhattan,Midtown,40.75237,-73.98769,Entire home/apt,333,1,246,2019-06-21,6.38,1,323
15170,12113015,5th ave & Broadway nr Times Square,26802681,Feli,Manhattan,Midtown,40.74749,-73.98873,Entire home/apt,99,1,172,2019-06-14,4.33,1,213
15196,12136198,5th ave/Broadway near Empire State,65143341,Noel,Manhattan,Midtown,40.74771,-73.98727,Entire home/apt,139,1,186,2019-06-24,4.68,1,230
15217,12168212,`A BEAUTY IN BK,7039396,Sol And Coach,Brooklyn,Cypress Hills,40.68202,-73.88943,Entire home/apt,79,1,130,2019-06-26,3.48,2,258
15222,12171671,Interfaith Retreat Guest Rooms (Govinda),16677326,Alex And Zeena,Manhattan,Chelsea,40.74971,-73.99533000000001,Private room,85,1,210,2019-06-23,5.34,12,321
15269,12225838,Sunny bohemian room heart of williamsburg,62316080,Janelle,Brooklyn,Williamsburg,40.71394,-73.94995,Private room,84,1,181,2019-06-23,4.59,1,282
15311,12267599,Bright Harlem Apt. in New Building!,12879538,Gregory,Manhattan,Harlem,40.82033,-73.94358000000001,Entire home/apt,125,1,103,2019-07-02,2.67,2,339
15335,12287516,Flat on President - Private Room,66215731,Eric,Brooklyn,Park Slope,40.67719,-73.98142,Private room,50,1,113,2019-06-16,2.87,2,352
15336,12287838,3.5 - 4.5* Bedrms Apt in NYC + Private Backyard,26405086,Bill & May,Manhattan,Washington Heights,40.83471,-73.94288,Entire home/apt,359,1,96,2019-06-28,2.48,4,309
15355,12307809,Discover Windsor Terrace! -- a treasure.  2 BR apt,26535250,Sheila,Brooklyn,Windsor Terrace,40.65722,-73.9793,Entire home/apt,61,1,91,2019-05-18,2.38,3,246
15378,12325291,2F Live Like a Real NYer in Real 3Bd!,26405086,Bill & May,Manhattan,Washington Heights,40.833259999999996,-73.94215,Entire home/apt,339,1,87,2019-06-30,2.28,4,318
15407,12345615,Natural light comfortable room!,52196858,Danny,Bronx,Parkchester,40.83648,-73.85812,Private room,59,1,120,2019-07-02,3.11,2,336
15411,12353119,3F 4bd/2bath Luxury Apt in Manhattan/NYC,26405086,Bill & May,Manhattan,Washington Heights,40.83543,-73.94456,Entire home/apt,359,1,126,2019-07-01,3.21,4,318
15499,12427898,NEW Modern Apartment w/ OutdoorDeck,67223979,Arkadiy,Brooklyn,Sunset Park,40.66482,-73.99609,Entire home/apt,199,1,164,2019-06-20,4.25,1,340
15609,12584072,Historic Gem Close to SI Ferry,68252461,Natalia,Staten Island,Clifton,40.623490000000004,-74.07596,Entire home/apt,165,1,108,2019-06-20,2.78,1,298
15711,12698900,Room in the HEART of Williamsburg,8314626,Janine,Brooklyn,Williamsburg,40.71694,-73.95628,Private room,89,1,148,2019-06-22,3.81,1,303
15793,12774885,"Spacious, cozy bedroom in a private home",69507287,Sarah,Bronx,Wakefield,40.888709999999996,-73.86175,Private room,40,1,151,2019-07-01,4.01,1,338
15841,12813068,NEW NICE CLEAN & COZY PRIVATE ROOM,21091779,Caroline,Brooklyn,Bedford-Stuyvesant,40.685520000000004,-73.9227,Private room,60,1,104,2019-06-30,2.68,3,293
15897,12854724,Great Modern Studio in Chelsea!,49622928,Oxana,Manhattan,Chelsea,40.74066,-73.99895,Entire home/apt,75,1,132,2019-06-23,4.58,1,317
15898,12854734,LIVE HERE!! COZY STUDIO IN CHELSEA!,70244331,Andrey,Manhattan,Chelsea,40.74078,-73.99923000000001,Entire home/apt,100,1,198,2019-06-23,5.16,1,269
15900,12855923,New York Space,33906660,Trevor,Manhattan,Harlem,40.8242,-73.94776999999999,Private room,65,1,154,2019-07-02,4.03,1,361
16022,12955454,Cozy Room in the Big Apple,33622924,Besinfe,Manhattan,Harlem,40.83018,-73.9483,Private room,50,1,116,2019-07-01,3.06,4,352
16145,13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69617,-73.85204,Private room,45,1,235,2019-06-30,6.15,4,278
16194,13067176,Prime Location Sun Filled West Village Townhome,72420514,Cate,Manhattan,West Village,40.73745,-74.00725,Entire home/apt,186,1,197,2019-07-07,5.24,3,209
16207,13077370,Modern Private Studio -20 min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,40.73874,-73.87595,Entire home/apt,89,1,146,2019-06-25,3.85,6,252
16232,13092405,Midtown Apartment,72684665,David,Manhattan,Midtown,40.757329999999996,-73.96576999999999,Entire home/apt,150,1,136,2019-06-21,3.71,1,248
16247,13098701,NYCHaven4:Entire house minutes from JFK and Casino,47351539,Jason,Queens,South Ozone Park,40.67321,-73.79247,Entire home/apt,195,1,239,2019-06-21,6.31,4,256
16340,13140220,RARE UES APT W/PRIV STREET ENTRANCE,35384978,Hans,Manhattan,Upper East Side,40.775040000000004,-73.94945,Entire home/apt,138,1,95,2019-06-07,2.54,2,215
16364,13156842,Cozy Private Room #2 Two Beds Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69546,-73.85061999999999,Private room,38,1,170,2019-06-06,4.49,4,192
16386,13167453,Crash Pad Close to LGA/JFK/Manhattan,21216008,Jose,Queens,Jackson Heights,40.74989,-73.87829,Shared room,35,1,120,2019-06-21,3.18,4,340
16417,13183816,Charming Bushwick Brownstone.,73737053,Elicia,Brooklyn,Bushwick,40.69068,-73.91418,Private room,70,1,111,2019-06-10,3.06,3,364
16423,13186395,Relaxing bushwick  brownstone,73737053,Elicia,Brooklyn,Bushwick,40.69239,-73.91443000000001,Private room,75,1,117,2019-06-16,3.24,3,363
16691,13348000,"Home*Sweet*Home
Quiet neighborhood",69546772,Dave And Shaceline,Bronx,Throgs Neck,40.83166,-73.81747,Entire home/apt,89,1,192,2019-06-26,5.15,1,303
16754,13388649,Spacious Private Home - 20m to Manhattan,1544804,Michelle,Queens,Astoria,40.76406,-73.90769,Entire home/apt,99,1,185,2019-06-19,5.28,1,211
16771,13394748,Cozy Spacious Double Bed #2A Near JFK & J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69628,-73.85255,Private room,45,1,141,2019-07-03,3.77,4,287
16797,13407615,Lovely Apt. in Heart of Brooklyn,20754497,Robert,Brooklyn,Crown Heights,40.66703,-73.94054,Private room,65,1,101,2019-05-28,2.7,1,309
16823,13417410,Zions Destiny Home away from Home !,76453466,Devon,Brooklyn,East Flatbush,40.66167,-73.92854,Entire home/apt,45,1,112,2019-06-10,2.99,1,244
16869,13436258,One Bedroom Apartment  in TownHouse,5944946,Nicole,Bronx,Concourse,40.81949,-73.92913,Entire home/apt,99,1,103,2019-06-18,2.87,1,264
17135,13576581,Modern Central Park Apartment close to everything,78325795,Bozhena,Manhattan,Harlem,40.80573,-73.94994,Entire home/apt,129,1,160,2019-06-23,4.31,3,246
17159,13589669,East Brooklyn Garden Apartment,78485066,Corie,Brooklyn,East New York,40.6638,-73.89307,Entire home/apt,85,1,106,2019-06-13,2.87,2,337
17402,13724284,"LARGE APT-lovely, comfortable in vibrant Brooklyn!",9243105,Sam & Emily,Brooklyn,Prospect-Lefferts Gardens,40.657270000000004,-73.9601,Entire home/apt,115,1,227,2019-07-07,6.23,1,294
